"District","Block","Panchayat","Work_Code","Mustroll_No","Mustroll_Link","Persondays"
"BASTI","BAHADURPUR","KANHAULI","3153012033/LD/958486255825009893","9689","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=KANHAULI&panchayat_code=3153012033&fin_year=2025-2026&source=&work_code=3153012033/LD/958486255825009893&msr_no=9689&AttendanceDate=25/03/2026&Digest=roixKps4ueAdoahdIMFAKQ",10
"BASTI","BAHADURPUR","NIRANJAN PUR","3153012055/RC/958486255823672554","9877","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=NIRANJAN%20PUR&panchayat_code=3153012055&fin_year=2025-2026&source=&work_code=3153012055/RC/958486255823672554&msr_no=9877&AttendanceDate=25/03/2026&Digest=TEcvR8JBCP0hbQdTulBjwg",10
"BASTI","BAHADURPUR","PAALHA","3153012057/LD/958486255825007535","9678","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=PAALHA&panchayat_code=3153012057&fin_year=2025-2026&source=&work_code=3153012057/LD/958486255825007535&msr_no=9678&AttendanceDate=25/03/2026&Digest=uZvx2gVxB3jcUU1a0belaA",5
"BASTI","BAHADURPUR","PRATAPPUR","3153012064/DP/958486255823394822","9892","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=PRATAPPUR&panchayat_code=3153012064&fin_year=2025-2026&source=&work_code=3153012064/DP/958486255823394822&msr_no=9892&AttendanceDate=25/03/2026&Digest=5vZOOUI2Q1FsXmw6H4hC9g",6
"BASTI","BAHADURPUR","RAKHAUNA","3153012066/LD/958486255824953181","9788","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=RAKHAUNA&panchayat_code=3153012066&fin_year=2025-2026&source=&work_code=3153012066/LD/958486255824953181&msr_no=9788&AttendanceDate=25/03/2026&Digest=kMQ6IzEC1BpIF5jOQifyfQ",6
"BASTI","BAHADURPUR","SAIFABAD","3153012069/RC/958486255823597413","9683","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=SAIFABAD&panchayat_code=3153012069&fin_year=2025-2026&source=&work_code=3153012069/RC/958486255823597413&msr_no=9683&AttendanceDate=25/03/2026&Digest=1LwyUW5XecO5g/6PvkpYSw",1
"BASTI","BAHADURPUR","SISWARI RAGUBIR SINGH","3153012075/RC/958486255823744923","9660","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=SISWARI%20RAGUBIR%20SINGH&panchayat_code=3153012075&fin_year=2025-2026&source=&work_code=3153012075/RC/958486255823744923&msr_no=9660&AttendanceDate=25/03/2026&Digest=ZWOWxZ2MKIRT4qyrVn+TXA",7
"BASTI","BAHADURPUR","SISWARI RAGUBIR SINGH","3153012075/WH/958486255824013258","9664","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=SISWARI%20RAGUBIR%20SINGH&panchayat_code=3153012075&fin_year=2025-2026&source=&work_code=3153012075/WH/958486255824013258&msr_no=9664&AttendanceDate=25/03/2026&Digest=yi3F23JUdAmkCDyJNeVgqg",2
"BASTI","BAHADURPUR","VAISNOPUR","3153012079/LD/958486255824966695","9826","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=VAISNOPUR&panchayat_code=3153012079&fin_year=2025-2026&source=&work_code=3153012079/LD/958486255824966695&msr_no=9826&AttendanceDate=25/03/2026&Digest=ejvIQafij5Pi/RKVGi3hOQ",10
"BASTI","BAHADURPUR","SEMRA URF GALWA","3153012087/WH/958486255824004832","9623","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=SEMRA%20URF%20GALWA&panchayat_code=3153012087&fin_year=2025-2026&source=&work_code=3153012087/WH/958486255824004832&msr_no=9623&AttendanceDate=25/03/2026&Digest=6xuSn0gHWxndJB0vK2fYBQ",7
"BASTI","BANKATI","AHIRAULI","3153011001/LD/958486255824929272","9467","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=AHIRAULI&panchayat_code=3153011001&fin_year=2025-2026&source=&work_code=3153011001/LD/958486255824929272&msr_no=9467&AttendanceDate=25/03/2026&Digest=fgIaskWFy2ZyjZl2So6Ibw",10
"BASTI","BANKATI","BELSUHEE","3153011015/LD/958486255824990622","9506","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=BELSUHEE&panchayat_code=3153011015&fin_year=2025-2026&source=&work_code=3153011015/LD/958486255824990622&msr_no=9506&AttendanceDate=25/03/2026&Digest=DKW0+8DPCpuyAoYai6n1OA",5
"BASTI","BANKATI","BELSUHEE","3153011015/WC/958486255824209577","9494","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=BELSUHEE&panchayat_code=3153011015&fin_year=2025-2026&source=&work_code=3153011015/WC/958486255824209577&msr_no=9494&AttendanceDate=25/03/2026&Digest=ATUTkfRGZEX6G2eR3IZLfQ",8
"BASTI","BANKATI","BHAWARA","3153011018/RC/958486255823615558","9353","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=BHAWARA&panchayat_code=3153011018&fin_year=2025-2026&source=&work_code=3153011018/RC/958486255823615558&msr_no=9353&AttendanceDate=25/03/2026&Digest=s+jg2o11tq0DfpdzxRQs4Q",9
"BASTI","BANKATI","BHAWARA","3153011018/RC/958486255823707541","9720","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=BHAWARA&panchayat_code=3153011018&fin_year=2025-2026&source=&work_code=3153011018/RC/958486255823707541&msr_no=9720&AttendanceDate=25/03/2026&Digest=hghpW9Y9cMCiG17Aq9a6Fw",4
"BASTI","BANKATI","DEWAMI","3153011027/AV/958486255824164986","9594","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=DEWAMI&panchayat_code=3153011027&fin_year=2025-2026&source=&work_code=3153011027/AV/958486255824164986&msr_no=9594&AttendanceDate=25/03/2026&Digest=6WsYpDjC5kgrhOkryhykTA",2
"BASTI","BANKATI","HARRIAYA","3153011040/RC/958486255823720218","9517","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=HARRIAYA&panchayat_code=3153011040&fin_year=2025-2026&source=&work_code=3153011040/RC/958486255823720218&msr_no=9517&AttendanceDate=25/03/2026&Digest=6xd1ohtmpvCWQwCW5Ccv3w",5
"BASTI","BANKATI","HARRIAYA","3153011040/RC/958486255823736926","9227","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=HARRIAYA&panchayat_code=3153011040&fin_year=2025-2026&source=&work_code=3153011040/RC/958486255823736926&msr_no=9227&AttendanceDate=25/03/2026&Digest=kyYtkWSHg64PWe9W2DFdAA",6
"BASTI","BANKATI","HINAUTA","3153011041/IC/958486255823739648","9742","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=HINAUTA&panchayat_code=3153011041&fin_year=2025-2026&source=&work_code=3153011041/IC/958486255823739648&msr_no=9742&AttendanceDate=25/03/2026&Digest=axYm0/PLQW/CLurm8JJ9zA",10
"BASTI","BANKATI","KABARA","3153011044/LD/958486255824938257","9290","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KABARA&panchayat_code=3153011044&fin_year=2025-2026&source=&work_code=3153011044/LD/958486255824938257&msr_no=9290&AttendanceDate=25/03/2026&Digest=WNi5N66nR8ZGLBsfUnBcrA",5
"BASTI","BANKATI","KHARATI","3153011050/AV/958486255824182731","9215","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KHARATI&panchayat_code=3153011050&fin_year=2025-2026&source=&work_code=3153011050/AV/958486255824182731&msr_no=9215&AttendanceDate=25/03/2026&Digest=rWw2cN6Xw+IUK25fY8r8Xw",2
"BASTI","BANKATI","KHARATI","3153011050/AV/958486255824182731","9218","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KHARATI&panchayat_code=3153011050&fin_year=2025-2026&source=&work_code=3153011050/AV/958486255824182731&msr_no=9218&AttendanceDate=25/03/2026&Digest=V83VLuXwIK3ywiHp/gFW8Q",2
"BASTI","BANKATI","KHARHAURA(CHHVILAHA)","3153011051/WC/958486255824167025","9251","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KHARHAURA(CHHVILAHA)&panchayat_code=3153011051&fin_year=2025-2026&source=&work_code=3153011051/WC/958486255824167025&msr_no=9251&AttendanceDate=25/03/2026&Digest=XlFo+lWOpfrZC2o8LdXuOA",8
"BASTI","BANKATI","KHORIA","3153011056/IC/YD/958486255823723324","9607","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KHORIA&panchayat_code=3153011056&fin_year=2025-2026&source=&work_code=3153011056/IC/YD/958486255823723324&msr_no=9607&AttendanceDate=25/03/2026&Digest=fPLnYfhkqg9AOaN78Y1hbA",8
"BASTI","BANKATI","KHORIA","3153011056/LD/YD/958486255824966397","9244","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KHORIA&panchayat_code=3153011056&fin_year=2025-2026&source=&work_code=3153011056/LD/YD/958486255824966397&msr_no=9244&AttendanceDate=25/03/2026&Digest=+y1O7sePwaNrBM7zutjSwg",3
"BASTI","BANKATI","KHORIA","3153011056/LD/YD/958486255824966411","9238","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KHORIA&panchayat_code=3153011056&fin_year=2025-2026&source=&work_code=3153011056/LD/YD/958486255824966411&msr_no=9238&AttendanceDate=25/03/2026&Digest=DrI/pk69Tf+jMiuIDfMJlQ",6
"BASTI","BANKATI","KHORIA","3153011056/RC/YD/958486255823745750","9444","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KHORIA&panchayat_code=3153011056&fin_year=2025-2026&source=&work_code=3153011056/RC/YD/958486255823745750&msr_no=9444&AttendanceDate=25/03/2026&Digest=Za9V6HDrudTFRdRUmp4yAQ",5
"BASTI","BANKATI","MAKDUMPUR","3153011062/IC/958486255823692433","9417","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=MAKDUMPUR&panchayat_code=3153011062&fin_year=2025-2026&source=&work_code=3153011062/IC/958486255823692433&msr_no=9417&AttendanceDate=25/03/2026&Digest=4JPnuiSMc97FYGPRPq7//Q",6
"BASTI","BANKATI","MAKDUMPUR","3153011062/IC/958486255823692433","9420","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=MAKDUMPUR&panchayat_code=3153011062&fin_year=2025-2026&source=&work_code=3153011062/IC/958486255823692433&msr_no=9420&AttendanceDate=25/03/2026&Digest=JTNc1yo6t7KdwK1pma5XpA",1
"BASTI","BANKATI","PAGAR KHAS","3153011073/RC/958486255823684325","9372","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=PAGAR%20KHAS&panchayat_code=3153011073&fin_year=2025-2026&source=&work_code=3153011073/RC/958486255823684325&msr_no=9372&AttendanceDate=25/03/2026&Digest=tlUtSZJTO4be2IIZG55bLw",5
"BASTI","BAHADURPUR","BAHADURPUR","3153012007/WC/958486255824193195","9863","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=BAHADURPUR&panchayat_code=3153012007&fin_year=2025-2026&source=&work_code=3153012007/WC/958486255824193195&msr_no=9863&AttendanceDate=25/03/2026&Digest=XqmcLouEBxRG1/ao5ftoAg",8
"BASTI","BAHADURPUR","SONBARSA","3153012014/LD/958486255824933208","9634","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=SONBARSA&panchayat_code=3153012014&fin_year=2025-2026&source=&work_code=3153012014/LD/958486255824933208&msr_no=9634&AttendanceDate=25/03/2026&Digest=sle/IhSAmhDIXDm8QMX0bQ",7
"BASTI","BAHADURPUR","DEV DEEHA","3153012019/LD/958486255824987443","9596","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=DEV%20DEEHA&panchayat_code=3153012019&fin_year=2025-2026&source=&work_code=3153012019/LD/958486255824987443&msr_no=9596&AttendanceDate=25/03/2026&Digest=7k+xfiK9umVvflh8MMOtFw",10
"BASTI","BAHADURPUR","KANHAULI","3153012033/LD/958486255825009893","9688","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=KANHAULI&panchayat_code=3153012033&fin_year=2025-2026&source=&work_code=3153012033/LD/958486255825009893&msr_no=9688&AttendanceDate=25/03/2026&Digest=g5zFTBcpOj7H/MYwsTb3Vg",7
"BASTI","BAHADURPUR","NRAYANPUR","3153012056/RC/958486255823747685","9821","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=NRAYANPUR&panchayat_code=3153012056&fin_year=2025-2026&source=&work_code=3153012056/RC/958486255823747685&msr_no=9821&AttendanceDate=25/03/2026&Digest=cmHob54lwLCqhkD57E12AQ",5
"BASTI","BAHADURPUR","PRATAPPUR","3153012064/RC/958486255823569535","9692","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=PRATAPPUR&panchayat_code=3153012064&fin_year=2025-2026&source=&work_code=3153012064/RC/958486255823569535&msr_no=9692&AttendanceDate=25/03/2026&Digest=sHZe2lncrTcDC0foi+tpKQ",2
"BASTI","BAHADURPUR","PRATAPPUR","3153012064/RC/958486255823731564","9700","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=PRATAPPUR&panchayat_code=3153012064&fin_year=2025-2026&source=&work_code=3153012064/RC/958486255823731564&msr_no=9700&AttendanceDate=25/03/2026&Digest=I/Gz7Xxn/xhiDlwK6bJ+8Q",3
"BASTI","BAHADURPUR","SISWARI RAGUBIR SINGH","3153012075/WH/958486255824013258","9663","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=SISWARI%20RAGUBIR%20SINGH&panchayat_code=3153012075&fin_year=2025-2026&source=&work_code=3153012075/WH/958486255824013258&msr_no=9663&AttendanceDate=25/03/2026&Digest=/Yvlev+saznQbfg384rUAA",6
"BASTI","BAHADURPUR","VAISNOPUR","3153012079/LD/958486255824966695","9824","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=VAISNOPUR&panchayat_code=3153012079&fin_year=2025-2026&source=&work_code=3153012079/LD/958486255824966695&msr_no=9824&AttendanceDate=25/03/2026&Digest=hrBdXSy4evbpyaM9IoGx1w",9
"BASTI","BAHADURPUR","VAISNOPUR","3153012079/LD/958486255824966695","9827","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=VAISNOPUR&panchayat_code=3153012079&fin_year=2025-2026&source=&work_code=3153012079/LD/958486255824966695&msr_no=9827&AttendanceDate=25/03/2026&Digest=aZJaQNlBdsNQW1pzwod37Q",5
"BASTI","BANKATI","BELSUHEE","3153011015/LD/958486255824990626","9501","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=BELSUHEE&panchayat_code=3153011015&fin_year=2025-2026&source=&work_code=3153011015/LD/958486255824990626&msr_no=9501&AttendanceDate=25/03/2026&Digest=8jAbjBxWvpegF5QQQY6T0Q",6
"BASTI","BANKATI","BELSUHEE","3153011015/RC/958486255823615709","9575","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=BELSUHEE&panchayat_code=3153011015&fin_year=2025-2026&source=&work_code=3153011015/RC/958486255823615709&msr_no=9575&AttendanceDate=25/03/2026&Digest=oXSdDBDUR5vSGCQRGltMvg",7
