"District","Block","Panchayat","Work_Code","Mustroll_No","Mustroll_Link","Persondays"
"BASTI","BAHADURPUR","PHOOLPUR","3153012061/RC/958486255823571296","9553","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=PHOOLPUR&panchayat_code=3153012061&fin_year=2025-2026&source=&work_code=3153012061/RC/958486255823571296&msr_no=9553&AttendanceDate=22/03/2026&Digest=suhrbwnKE6tPRIQ/mQW6Dg",4
"BASTI","BAHADURPUR","RAKHAUNA","3153012066/LD/958486255824953329","9794","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=RAKHAUNA&panchayat_code=3153012066&fin_year=2025-2026&source=&work_code=3153012066/LD/958486255824953329&msr_no=9794&AttendanceDate=22/03/2026&Digest=aDsHWlU1qAIKOd1YG4jbbQ",8
"BASTI","BAHADURPUR","SISWARI RAGUBIR SINGH","3153012075/RC/958486255823744922","9592","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=SISWARI%20RAGUBIR%20SINGH&panchayat_code=3153012075&fin_year=2025-2026&source=&work_code=3153012075/RC/958486255823744922&msr_no=9592&AttendanceDate=22/03/2026&Digest=dEpL6f7jd7zPt84R9xypBA",9
"BASTI","BAHADURPUR","UMARIYA","3153012076/RC/958486255823666580","9854","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=UMARIYA&panchayat_code=3153012076&fin_year=2025-2026&source=&work_code=3153012076/RC/958486255823666580&msr_no=9854&AttendanceDate=22/03/2026&Digest=tGvAhaV95s014XoN+K34Ig",2
"BASTI","BAHADURPUR","UMARIYA","3153012076/RC/958486255823692634","9848","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=UMARIYA&panchayat_code=3153012076&fin_year=2025-2026&source=&work_code=3153012076/RC/958486255823692634&msr_no=9848&AttendanceDate=22/03/2026&Digest=CmRtguIPRdqeOHBD0zMaag",5
"BASTI","BAHADURPUR","UMARIYA","3153012076/RC/958486255823692640","9840","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=UMARIYA&panchayat_code=3153012076&fin_year=2025-2026&source=&work_code=3153012076/RC/958486255823692640&msr_no=9840&AttendanceDate=22/03/2026&Digest=s9fqyV/kLdiWJ/2XqUGQjQ",7
"BASTI","BAHADURPUR","MOHAMMADPUR","3153012082/RC/958486255823701274","9629","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=MOHAMMADPUR&panchayat_code=3153012082&fin_year=2025-2026&source=&work_code=3153012082/RC/958486255823701274&msr_no=9629&AttendanceDate=22/03/2026&Digest=ikdBodDSyJgluh1o3pxQJw",3
"BASTI","BAHADURPUR","AMILAHA","3153012092/WH/958486255823998983","9737","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=AMILAHA&panchayat_code=3153012092&fin_year=2025-2026&source=&work_code=3153012092/WH/958486255823998983&msr_no=9737&AttendanceDate=22/03/2026&Digest=tR/K+SzVQsStBQ0LRVWudQ",8
"BASTI","BANKATI","AHIRAULI","3153011001/IC/958486255823742631","9264","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=AHIRAULI&panchayat_code=3153011001&fin_year=2025-2026&source=&work_code=3153011001/IC/958486255823742631&msr_no=9264&AttendanceDate=22/03/2026&Digest=XB/I0TohiGvheB+g9PoNJg",9
"BASTI","BANKATI","AHIRAULI","3153011001/LD/958486255824752580","9268","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=AHIRAULI&panchayat_code=3153011001&fin_year=2025-2026&source=&work_code=3153011001/LD/958486255824752580&msr_no=9268&AttendanceDate=22/03/2026&Digest=9W1UcGWKHCcjg8Ts7DexPA",3
"BASTI","BANKATI","ARAILADIGAR PATTI","3153011003/IC/958486255823726104","9369","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=ARAILADIGAR%20PATTI&panchayat_code=3153011003&fin_year=2025-2026&source=&work_code=3153011003/IC/958486255823726104&msr_no=9369&AttendanceDate=22/03/2026&Digest=Egmw6gkVByHk7ecQiHzeKQ",4
"BASTI","BANKATI","BHAWARA","3153011018/IC/958486255823741529","9341","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=BHAWARA&panchayat_code=3153011018&fin_year=2025-2026&source=&work_code=3153011018/IC/958486255823741529&msr_no=9341&AttendanceDate=22/03/2026&Digest=q0NCSHGjBxGJZYJ0mENRUw",4
"BASTI","BANKATI","DEWAMI","3153011027/FP/958486255823613996","9311","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=DEWAMI&panchayat_code=3153011027&fin_year=2025-2026&source=&work_code=3153011027/FP/958486255823613996&msr_no=9311&AttendanceDate=22/03/2026&Digest=uJiYsp/8NFv5LVwXkI7DEg",3
"BASTI","BANKATI","GANGORI","3153011035/RC/958486255823750665","9585","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=GANGORI&panchayat_code=3153011035&fin_year=2025-2026&source=&work_code=3153011035/RC/958486255823750665&msr_no=9585&AttendanceDate=22/03/2026&Digest=3+haueTErJXFamkaqQu8Yw",10
"BASTI","BANKATI","HINAUTA","3153011041/RC/958486255823750743","9644","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=HINAUTA&panchayat_code=3153011041&fin_year=2025-2026&source=&work_code=3153011041/RC/958486255823750743&msr_no=9644&AttendanceDate=22/03/2026&Digest=HVsVZ+maxAxQT0iJhKZG1w",10
"BASTI","BANKATI","KHAMOKHAR","3153011049/FP/958486255823594955","9222","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KHAMOKHAR&panchayat_code=3153011049&fin_year=2025-2026&source=&work_code=3153011049/FP/958486255823594955&msr_no=9222&AttendanceDate=22/03/2026&Digest=5odQf65qh6NN+A5M2UngqA",4
"BASTI","BANKATI","KHAMOKHAR","3153011049/RC/958486255823745109","9568","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KHAMOKHAR&panchayat_code=3153011049&fin_year=2025-2026&source=&work_code=3153011049/RC/958486255823745109&msr_no=9568&AttendanceDate=22/03/2026&Digest=h0xaaGooaDB5GHaNPrfDjA",6
"BASTI","BANKATI","KHARATI","3153011050/RC/958486255823743302","9432","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KHARATI&panchayat_code=3153011050&fin_year=2025-2026&source=&work_code=3153011050/RC/958486255823743302&msr_no=9432&AttendanceDate=22/03/2026&Digest=IBk+sOdClu9S0A718tSrhg",9
"BASTI","BANKATI","KHARATI","3153011050/RC/958486255823743302","9435","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KHARATI&panchayat_code=3153011050&fin_year=2025-2026&source=&work_code=3153011050/RC/958486255823743302&msr_no=9435&AttendanceDate=22/03/2026&Digest=hl9WyHq0kaVBFJONIyb0fA",7
"BASTI","BANKATI","KHARWANIA","3153011054/FP/958486255823613677","9309","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KHARWANIA&panchayat_code=3153011054&fin_year=2025-2026&source=&work_code=3153011054/FP/958486255823613677&msr_no=9309&AttendanceDate=22/03/2026&Digest=2WgU4vTDjXg/rzDYUe88gQ",9
"BASTI","BANKATI","KHARWANIA","3153011054/FP/958486255823613677","9312","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KHARWANIA&panchayat_code=3153011054&fin_year=2025-2026&source=&work_code=3153011054/FP/958486255823613677&msr_no=9312&AttendanceDate=22/03/2026&Digest=iO7aP3ksmu+JX3UB7oLubQ",10
"BASTI","BANKATI","KHORIA","3153011056/LD/YD/958486255824966387","9305","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KHORIA&panchayat_code=3153011056&fin_year=2025-2026&source=&work_code=3153011056/LD/YD/958486255824966387&msr_no=9305&AttendanceDate=22/03/2026&Digest=mv3xP2Jwz+IOLb2optBbrg",9
"BASTI","BANKATI","KHORIA","3153011056/LD/YD/958486255824966393","9246","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KHORIA&panchayat_code=3153011056&fin_year=2025-2026&source=&work_code=3153011056/LD/YD/958486255824966393&msr_no=9246&AttendanceDate=22/03/2026&Digest=8EUhytKd5WBmbhM1e3b9aw",9
"BASTI","BANKATI","KHORIA","3153011056/RC/YD/958486255823681577","9628","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KHORIA&panchayat_code=3153011056&fin_year=2025-2026&source=&work_code=3153011056/RC/YD/958486255823681577&msr_no=9628&AttendanceDate=22/03/2026&Digest=++pkVfzwyV+P6KTOlRg03w",8
"BASTI","BANKATI","KURIYAR","3153011060/IC/958486255823712455","9365","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KURIYAR&panchayat_code=3153011060&fin_year=2025-2026&source=&work_code=3153011060/IC/958486255823712455&msr_no=9365&AttendanceDate=22/03/2026&Digest=PpOqzCwHNnpwK6BjAZ4r5Q",10
"BASTI","BANKATI","KURIYAR","3153011060/WC/958486255824235444","9358","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KURIYAR&panchayat_code=3153011060&fin_year=2025-2026&source=&work_code=3153011060/WC/958486255824235444&msr_no=9358&AttendanceDate=22/03/2026&Digest=/RbdO2qJu0fVtYVesmq9gg",8
"BASTI","BANKATI","KURIYAR","3153011060/WC/958486255824235444","9361","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=KURIYAR&panchayat_code=3153011060&fin_year=2025-2026&source=&work_code=3153011060/WC/958486255824235444&msr_no=9361&AttendanceDate=22/03/2026&Digest=QgF1KGR8kUDnOPP5lWzczg",1
"BASTI","BANKATI","PIKAWARA SHUKLA","3153011078/RC/958486255823744117","9233","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BANKATI&block_code=3153011&panchayat_name=PIKAWARA%20SHUKLA&panchayat_code=3153011078&fin_year=2025-2026&source=&work_code=3153011078/RC/958486255823744117&msr_no=9233&AttendanceDate=22/03/2026&Digest=flbD0Jgc/hWlm7U1OWMcDA",5
"BASTI","BAHADURPUR","BAHADURPUR","3153012007/WC/958486255824193195","9863","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=BAHADURPUR&panchayat_code=3153012007&fin_year=2025-2026&source=&work_code=3153012007/WC/958486255824193195&msr_no=9863&AttendanceDate=22/03/2026&Digest=1Trez9K9ooEb4PpAXeItTw",9
"BASTI","BAHADURPUR","BHERIHA","3153012011/LD/958486255824954104","9563","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=BHERIHA&panchayat_code=3153012011&fin_year=2025-2026&source=&work_code=3153012011/LD/958486255824954104&msr_no=9563&AttendanceDate=22/03/2026&Digest=bzoPHHvCFIiqtvFgYG48xQ",3
"BASTI","BAHADURPUR","SONBARSA","3153012014/LD/958486255824933208","9634","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=SONBARSA&panchayat_code=3153012014&fin_year=2025-2026&source=&work_code=3153012014/LD/958486255824933208&msr_no=9634&AttendanceDate=22/03/2026&Digest=56/nMM1ZQaO9/noPInnGyA",8
"BASTI","BAHADURPUR","DEV DEEHA","3153012019/LD/958486255824987443","9596","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=DEV%20DEEHA&panchayat_code=3153012019&fin_year=2025-2026&source=&work_code=3153012019/LD/958486255824987443&msr_no=9596&AttendanceDate=22/03/2026&Digest=Xnf6SS+G9X0cjcqlmxR8Bg",10
"BASTI","BAHADURPUR","KANHAULI","3153012033/LD/958486255825009893","9688","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=KANHAULI&panchayat_code=3153012033&fin_year=2025-2026&source=&work_code=3153012033/LD/958486255825009893&msr_no=9688&AttendanceDate=22/03/2026&Digest=cWC90qvUfyxgCmLTe3/6aQ",9
"BASTI","BAHADURPUR","NRAYANPUR","3153012056/RC/958486255823747685","9821","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=NRAYANPUR&panchayat_code=3153012056&fin_year=2025-2026&source=&work_code=3153012056/RC/958486255823747685&msr_no=9821&AttendanceDate=22/03/2026&Digest=EdjSIdooorUmiupEimWvZw",4
"BASTI","BAHADURPUR","PHOOLPUR","3153012061/RC/958486255823571296","9551","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=PHOOLPUR&panchayat_code=3153012061&fin_year=2025-2026&source=&work_code=3153012061/RC/958486255823571296&msr_no=9551&AttendanceDate=22/03/2026&Digest=et5LDxFUyC0E/d0rulKtvw",6
"BASTI","BAHADURPUR","PRATAPPUR","3153012064/RC/958486255823569535","9692","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=PRATAPPUR&panchayat_code=3153012064&fin_year=2025-2026&source=&work_code=3153012064/RC/958486255823569535&msr_no=9692&AttendanceDate=22/03/2026&Digest=ZrD8mA2uT2nNE/h8tYaHaA",2
"BASTI","BAHADURPUR","PRATAPPUR","3153012064/RC/958486255823731564","9700","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=PRATAPPUR&panchayat_code=3153012064&fin_year=2025-2026&source=&work_code=3153012064/RC/958486255823731564&msr_no=9700&AttendanceDate=22/03/2026&Digest=d6VIK4UrX5w6QGYoH6Haog",2
"BASTI","BAHADURPUR","SISWARI RAGUBIR SINGH","3153012075/WH/958486255824013258","9663","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=SISWARI%20RAGUBIR%20SINGH&panchayat_code=3153012075&fin_year=2025-2026&source=&work_code=3153012075/WH/958486255824013258&msr_no=9663&AttendanceDate=22/03/2026&Digest=Ohgih2Mt3FWD81VRyhlL/Q",5
"BASTI","BAHADURPUR","VAISNOPUR","3153012079/LD/958486255824966695","9824","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=VAISNOPUR&panchayat_code=3153012079&fin_year=2025-2026&source=&work_code=3153012079/LD/958486255824966695&msr_no=9824&AttendanceDate=22/03/2026&Digest=uAD36JqDbZ2HKx9Sl5eYvg",9
"BASTI","BAHADURPUR","VAISNOPUR","3153012079/LD/958486255824966695","9827","https://mnregaweb4.nic.in/nregaarch/View_NMMS_atten_date_dtl_rpt.aspx?page=&short_name=UP&state_name=UTTAR%20PRADESH&state_code=31&district_name=BASTI&district_code=3153&block_name=BAHADURPUR&block_code=3153012&panchayat_name=VAISNOPUR&panchayat_code=3153012079&fin_year=2025-2026&source=&work_code=3153012079/LD/958486255824966695&msr_no=9827&AttendanceDate=22/03/2026&Digest=HNgqaibtHAdQTbodkMBmwQ",5
